Categories;Categories 1;Categories 2;Categories 3;Continents;Country;En el TOP;Rank Tops;Table Names;Username;Comments;Engagement;Likes;Nº Total Channels;Rank;Suscribers;Total Suscribers;Visits
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Queen;129;0,042364162;7200;1;497;17300000;17300000;84000
Animación;Animación;;;América del Sur;Brasil;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GatoGalactico;0;0,013294798;2300;1;498;17300000;17300000;63600
;;;;América del Norte;Estados Unidos;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MaviGadgets;9;0,011034682;1900;1;499;17300000;17300000;94200
Música y baile;Música y baile;;;Ásia;India;True;Top 101-500;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LahariMusicIndia;10;0,001791908;300;1;500;17300000;17300000;9500
Deportes;Deportes;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ufc;153;0,009554913;1500;1;501;17300000;17300000;60300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;stubbornfacts;20;0,003549133;594;1;502;17300000;17300000;11800
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TV9Bharatvarsh;2;0,000745665;127;1;503;17300000;17300000;7100
Películas;Películas;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Willyrex;49;0,050572254;8700;1;504;17300000;17300000;131800
Música y baile;Música y baile;Películas;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LikeNastya_IDN;0;0;0;1;505;17200000;17200000;336400
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SusyMouriz;1300;1,5;256700;1;506;17200000;17200000;2600000
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CelineDept;517;1,334401163;229000;1;507;17200000;17200000;5100000
Juguetes;Juguetes;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;gabyandalex2379;0;0,000534884;92;1;508;17200000;17200000;31300
Videojuegos;Videojuegos;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GLENTYOUTUBE;5100;0,677192982;110700;1;509;17100000;17100000;2100000
Educación;Educación;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Infobellsbengalirhymes;0;0,001660819;284;1;510;17100000;17100000;143100
Películas;Películas;Humor;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AayuandPihuShow;7900;0,374853801;56200;1;511;17100000;17100000;3600000
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NMFNews;3;0,000666667;111;1;512;17100000;17100000;4800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PrajapatiNews;28;0,003380117;550;1;513;17100000;17100000;11500
Animales y mascotas;Animales y mascotas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DailyDoseOfInternet;5100;1,042690058;173200;1;514;17100000;17100000;3300000
Animación;Animación;Juguetes;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;withkids2063;0;0;0;1;515;17100000;17100000;35900
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Jesser;275;0,132602339;22400;1;516;17100000;17100000;808900
Películas;Películas;Humor;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;IvanaAlawi;14400;0,719883041;108700;1;517;17100000;17100000;3000000
Música y baile;Música y baile;Películas;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;gmmtv;23;0,004807018;799;1;518;17100000;17100000;16600
Noticias y Política;Noticias y Política;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;thairathonline;11;0,001017544;163;1;519;17100000;17100000;18100
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Mrwhosetheboss;1800;1,566666667;266100;1;520;17100000;17100000;3800000
Humor;Humor;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lizakoshy;406;0,070210526;11600;1;521;17100000;17100000;141400
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SonyLIV;2;0,000964497;161;1;522;16900000;16900000;6700
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LaRosaDeGuadalupeOf;27;0,006076923;1000;1;523;16900000;16900000;110200
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GuavaJuice;271;0,017579882;2700;1;524;16900000;16900000;104600
;;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ch7hd;1;0,000591716;99;1;525;16900000;16900000;3100
Animación;Animación;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LEGO;0;0,003508876;593;1;526;16900000;16900000;21900
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ANNAKOVAOFFICIAL;5;0,043224852;7300;1;527;16900000;16900000;380300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MazhavilManorama;2;0,001301775;218;1;528;16900000;16900000;17800
Películas;Películas;Animación;;América del Sur;Argentina;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Lyna;835;0,075355030;11900;1;529;16900000;16900000;264100
Animación;Animación;Videojuegos;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;pognalishow;23000;3,362721893;545300;1;530;16900000;16900000;6100000
Películas;Películas;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DeToxoMoroxo-Oficial;2300;0,048520710;5900;1;531;16900000;16900000;131600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;VijayKumarVinerVlogs;14;0,094130952;15800;1;532;16800000;16800000;494000
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;failarmy;639;0,123446429;20100;1;533;16800000;16800000;2500000
Noticias y Política;Noticias y Política;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TuCOSMOPOLIS;169;0,015383234;2400;1;534;16700000;16700000;31900
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FunFunMiniWorld;3;0,003970060;660;1;535;16700000;16700000;25500
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ColorsRishtey1;1;0,000269461;44;1;536;16700000;16700000;4400
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RCTILAYARDRAMAINDONESIA;2;0,000748503;123;1;537;16700000;16700000;6100
Vlogs diarios;Vlogs diarios;;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GoAmiGo;549;0,944604790;157200;1;538;16700000;16700000;2300000
Música y baile;Música y baile;;;Ásia;Arabia Saudita;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;katakit_baby;0;0;0;1;539;16700000;16700000;0
Educación;Educación;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DearSir;854;0,084155689;13200;1;540;16700000;16700000;176800
Películas;Películas;Humor;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;KaykaiSalaiderChannel;460;0,063832335;10200;1;541;16700000;16700000;154200
Películas;Películas;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;IDEASEN5MINUTOSoficial;4;0,000855422;138;1;542;16600000;16600000;38400
Animación;Animación;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SupercarBlondie;448;0,125590361;20400;1;543;16600000;16600000;558800
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ChetanMongaVlogs;285;1,531234940;253900;1;544;16600000;16600000;5100000
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;hamaarbhojpuri;10;0,000716867;109;1;545;16600000;16600000;6300
Animación;Animación;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;vladandnikiarab;0;0,003813253;633;1;546;16600000;16600000;167700
Comida y bebida;Comida y bebida;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JoseComelonEspanol;0;0,010909091;1800;1;547;16500000;16500000;75100
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Pitbull;39;0,005787879;916;1;548;16500000;16500000;9800
Videojuegos;Videojuegos;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Unspeakable;368;0,141018182;22900;1;549;16500000;16500000;867900
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;A2Motivation;895;0,005424242;0;1;550;16500000;16500000;1700000
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;T3ddy;1000;0,238181818;38300;1;551;16500000;16500000;393200
Música y baile;Música y baile;Películas;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TWICE;427;0,160769697;26100;1;552;16500000;16500000;228700
;;;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SandraCiresArt;3900;0,161585376;22600;1;553;16399999;16399999;347900
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;boyceavenue;26;0,006865854;1100;1;554;16399999;16399999;17200
Animación;Animación;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;antrax;458;0,061939028;9700;1;555;16399999;16399999;215400
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;samsmith;111;0,015920733;2500;1;556;16399999;16399999;43900
Música y baile;Música y baile;Películas;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JenniferLopez;0;0;0;1;557;16399999;16399999;0
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mkmusic;20;0,005579269;895;1;559;16399999;16399999;7600
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NatanporAi;302;0,546353692;89300;1;560;16399999;16399999;2500000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MYFAMILYComedy;93;0,023128050;3700;1;561;16399999;16399999;1000000
Música y baile;Música y baile;Películas;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SonyMusicSouth;63;0,024312883;3900;1;562;16300000;16300000;203100
Música y baile;Música y baile;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FitDanceTV;11;0,006202454;1000;1;563;16300000;16300000;33100
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jjolatunji;87;0,010963190;1700;1;564;16300000;16300000;69700
Películas;Películas;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kidsplay;0;0,000625767;102;1;565;16300000;16300000;156800
Animación;Animación;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ADME_RU;26;0,003085890;477;1;566;16300000;16300000;21700
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Arifmuhammadd;1500;0,365030675;58000;1;567;16300000;16300000;2900000
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MashaBearARAB;0;0,019018405;3100;1;568;16300000;16300000;192200
Películas;Películas;Humor;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;JulianaBaltar;158;0,075049383;12000;1;569;16200000;16200000;228700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Thegeetagurjar;37;0,331709877;53700;1;570;16200000;16200000;2700000
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RayWilliamJohnson;1400;0,672222222;107500;1;571;16200000;16200000;1800000
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PeetMontzingo;903;0,005574074;0;1;572;16200000;16200000;2600000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AnayaKandhal;83;0,534462963;86500;1;573;16200000;16200000;5300000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;VolgaVideo;0;6,172839506e-05;10;1;574;16200000;16200000;1800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;5MinuteCraftsFAMILY;3;0,000481481;75;1;575;16200000;16200000;6200
Películas;Películas;Animación;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DylandPROS;25;0,005515528;863;1;576;16100000;16100000;15300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheMriDul;5200;1,070807453;167200;1;577;16100000;16100000;6000000
Deportes;Deportes;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FCBarcelona;157;0,068677019;10900;1;578;16100000;16100000;140000
Videojuegos;Videojuegos;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kuplinovplay;1700;0,620496894;98200;1;579;16100000;16100000;1500000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;KashviAdlakha;12;0,013118012;2100;1;580;16100000;16100000;71500
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;EliKids;0;0,009937888;1600;1;581;16100000;16100000;520299
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TeamFilmsBhojpuri;12;0,000701863;101;1;582;16100000;16100000;5000
Música y baile;Música y baile;;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;camilo;120;0,023105590;3600;1;583;16100000;16100000;46900
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BlippiEspanol;0;0,002161491;348;1;584;16100000;16100000;173900
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GH.S;959;1,54474375;246200;1;585;16000000;16000000;6800000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DopeLyrics;7;0,000981132;149;1;586;15900000;15900000;7900
Educación;Educación;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;wifistudy;1;0,000220126;34;1;587;15900000;15900000;2000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheVishalbhatt;56;0,145635220;23100;1;588;15900000;15900000;408000
Vlogs diarios;Vlogs diarios;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Painzeiro;502;0,837119497;132600;1;589;15900000;15900000;2500000
Música y baile;Música y baile;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kimloaizaa;0;0;0;1;590;15900000;15900000;0
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;boxtoxtv;48;0,133006289;21100;1;591;15900000;15900000;610800
Noticias y Política;Noticias y Política;;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;kompastv;15;0,000371069;44;1;592;15900000;15900000;6400
Belleza;Belleza;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;jeffreestar;4800;0,256603774;36000;1;593;15900000;15900000;553100
Vlogs diarios;Vlogs diarios;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;joerogan;1800;0,084905660;11700;1;594;15900000;15900000;729000
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RottenTomatoesTRAILERS;71;0,004402516;629;1;595;15900000;15900000;40300
Música y baile;Música y baile;Animación;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CNN;769;0,015626582;1700;1;596;15800000;15800000;100800
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mariano_razo;609;1,754487342;276600;1;597;15800000;15800000;4099999
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;sevengersofficial;503;2,327234177;367200;1;598;15800000;15800000;3600000
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;justinflom;243;0,407227848;64099;1;599;15800000;15800000;1200000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;THE_BROWN_SIBLINGS;196;0,452506329;71300;1;600;15800000;15800000;892400
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;albert_cancook;1600;2,225316456;350000;1;601;15800000;15800000;5000000
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SRKMUSIC;18;0,002367089;356;1;602;15800000;15800000;16400
Educación;Educación;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;studyiqofficial;12;0,002885350;441;1;603;15700000;15700000;9400
Películas;Películas;;;África;Egipto;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;5MCArabic;2;0,000471338;72;1;604;15700000;15700000;7600
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HenriqueeJuliano;295;0,100605096;15500;1;605;15700000;15700000;1400000
Animación;Animación;Videojuegos;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MobileLegends5v5MOBA;110;0,010891720;1600;1;606;15700000;15700000;75600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Ravisagar88;80;0,081401274;12700;1;607;15700000;15700000;303800
Videojuegos;Videojuegos;;;Europa;España;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Chustertv;250;0,565923567;88600;1;608;15700000;15700000;1900000
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TalkingFriends;0;0,000318471;50;1;609;15700000;15700000;7100
Música y baile;Música y baile;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;genierock;137;0,019980892;3000;1;610;15700000;15700000;183900
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Zayn;378;0,069923567;10600;1;611;15700000;15700000;51900
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RS1313Shorts;8;0,000487179;68;1;612;15600000;15600000;10800
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MNCTVOfficialId;0;0,000301282;47;1;613;15600000;15600000;1900
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;IanBoggs;688;0,487743590;75400;1;614;15600000;15600000;943000
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LOKESHGAMER;400;0,074838710;11200;1;615;15500000;15500000;122300
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DEVKeFacts;178;0,339858065;52500;1;616;15500000;15500000;1200000
ASMR;ASMR;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HongyuASMR;130;0,038903226;5900;1;617;15500000;15500000;436100
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DaveAndAva;0;0,003141935;487;1;618;15500000;15500000;153200
Noticias y Política;Noticias y Política;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;abscbnnews;1;0,000174194;26;1;619;15500000;15500000;3400
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ndtvindia;1;0,000432258;66;1;620;15500000;15500000;4500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;huba3;105;0,431;66700;1;621;15500000;15500000;1500000
Música y baile;Música y baile;;;Ásia;Filipinas;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;nianaguerrero;242;0,071883871;10900;1;622;15500000;15500000;443100
Noticias y Política;Noticias y Política;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ABCNews;39;0,0014;178;1;623;15500000;15500000;12300
Películas;Películas;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;romanatwoodvlogs;52;0,041625806;6400;1;624;15500000;15500000;100500
Ciencia y tecnología;Ciencia y tecnología;;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DaftarPopuler;294;0,012219355;1600;1;625;15500000;15500000;159300
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LinusTechTips;2500;0,390322581;58000;1;626;15500000;15500000;1600000
Videojuegos;Videojuegos;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;EdisonPts;4100;0,755483871;113000;1;627;15500000;15500000;1500000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;50Cent;65;0,014612903;2200;1;628;15500000;15500000;29800
Animación;Animación;Humor;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NetflixJr;0;0,003541935;549;1;629;15500000;15500000;88900
;;;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Kerajinan5-Menit;2;0,000305195;45;1;630;15400000;15400000;8700
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;indorephysicalacademy.;68;0,025116883;3800;1;631;15400000;15400000;26200
Animación;Animación;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LittleAngelBrasil;0;0,003558442;548;1;632;15400000;15400000;197900
Animación;Animación;Videojuegos;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BigSchoolMinecraft;17;0,038673203;5900;1;633;15300000;15300000;108200
Películas;Películas;Animación;;Europa;España;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Makiman131;305;0,072581699;10800;1;634;15300000;15300000;254700
Comida y bebida;Comida y bebida;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;mispastelitos;188;0,167241830;25400;1;635;15300000;15300000;543600
