Categories;Categories 1;Categories 2;Categories 3;Continents;Country;En el TOP;Rank Tops;Table Names;Username;Comments;Engagement;Likes;Nº Total Channels;Rank;Suscribers;Total Suscribers;Visits
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TalkingAngela;0;0,007116279;918;1;890;12900000;12900000;35900
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Vendyyaduwanshi;56;0,335317829;43200;1;891;12900000;12900000;382200
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;RachitRojha;1500;0,317054264;39400;1;892;12900000;12900000;2200000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;_gogo2728;41;0,144503876;18600;1;893;12900000;12900000;225300
Noticias y Política;Noticias y Política;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NDTV;1;0,000124031;15;1;894;12900000;12900000;2600
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WaveMusicBhakti;3;0,000294574;35;1;895;12900000;12900000;2100
Música y baile;Música y baile;Películas;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BiperYSusAmigos;0;0;0;1;896;12900000;12900000;60900
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;deepalimarkam1;26;0,000201550;0;1;897;12900000;12900000;227500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BlossomTV;3;0,004023256;516;1;898;12900000;12900000;18500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MrSuicideSheep;39;0,013480620;1700;1;899;12900000;12900000;37700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FamilyBooms;57;0,542302326;69900;1;900;12900000;12900000;2300000
Películas;Películas;Humor;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Morgz;159;0,065573643;8300;1;901;12900000;12900000;189500
Vlogs diarios;Vlogs diarios;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NasDaily;288;0,034015504;4100;1;902;12900000;12900000;109200
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TroomTroom_India;5;0,00271875;343;1;903;12800000;12800000;29300
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;saito09;26;0,137703125;17600;1;904;12800000;12800000;824400
Videojuegos;Videojuegos;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;colinfurze;5200;1,08203125;133300;1;905;12800000;12800000;3900000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HeroMovies2023;2;0,001414062;179;1;906;12800000;12800000;7400
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;rathorvideo;3;0,000289062;34;1;907;12800000;12800000;4200
Películas;Películas;Animación;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;refugiomental6818;28;0,01975;2500;1;908;12800000;12800000;93900
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;StarBharat;14;0,008703125;1100;1;909;12800000;12800000;61000
Música y baile;Música y baile;Películas;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TroomTroom_Indonesia;18;0,006582677;818;1;910;12700000;12700000;96700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;bharatzkitchenHINDI;140;0,030236220;3700;1;911;12700000;12700000;152400
Música y baile;Música y baile;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AdexeyNau;88;0,013291339;1600;1;912;12700000;12700000;13900
Música y baile;Música y baile;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;WildNOut;99;0,101566929;12800;1;913;12700000;12700000;312300
Animación;Animación;Humor;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;piuzinho;650;0,261811024;32600;1;914;12700000;12700000;178800
Películas;Películas;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MasSKabeche;536;0,288472441;36100;1;915;12700000;12700000;756600
Ciencia y tecnología;Ciencia y tecnología;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;QuantumTech;36;0,016031496;2000;1;916;12700000;12700000;233600
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;tappuhoneyparmar4277;34;0,000267717;0;1;917;12700000;12700000;333400
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;pocoyo;0;0,016535433;2100;1;918;12700000;12700000;403800
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;GoldminesActionMovies;0;0,001047244;133;1;919;12700000;12700000;5100
Animación;Animación;Videojuegos;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheDaniRep;89;0,076291339;9600;1;920;12700000;12700000;154700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;parislifestyle7488;197;0,025173228;3000;1;921;12700000;12700000;354600
Animación;Animación;Videojuegos;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TimbaVk;479;0,194322835;24200;1;922;12700000;12700000;612000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;OliviaRodrigo;1000;0,385039370;47900;1;923;12700000;12700000;418900
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;merrickhanna;244;0,205858268;25900;1;924;12700000;12700000;536300
Animación;Animación;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SoyTioNestor;307;0,159110236;19900;1;925;12700000;12700000;278000
Música y baile;Música y baile;Películas;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TalentRecap;18;0,003055118;370;1;926;12700000;12700000;35800
Animación;Animación;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;hzhtubekidsfun;0;0,006700787;851;1;927;12700000;12700000;65400
Películas;Películas;Humor;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;DisneyChannelUK;0;0,002708661;344;1;928;12700000;12700000;46300
Noticias y Política;Noticias y Política;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;InsideEdition;120;0,012755906;1500;1;929;12700000;12700000;63400
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SaregamaHumBhojpuri;24;0,007267717;899;1;930;12700000;12700000;17500
Películas;Películas;Animación;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Yair17;242;0,081433071;10100;1;931;12700000;12700000;152700
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AvrilLavigne;166;0,037527559;4600;1;932;12700000;12700000;49600
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;FilmTheory;5300;1,751181102;217100;1;933;12700000;12700000;3400000
Películas;Películas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HISTORY;136;0,014456693;1700;1;934;12700000;12700000;92400
Noticias y Política;Noticias y Política;;;Ásia;Pakistán;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ArynewsTvofficial;1;0,000338583;42;1;935;12700000;12700000;2300
Películas;Películas;Humor;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;parafernalha;14;0,014283465;1800;1;936;12700000;12700000;25200
Humor;Humor;;;Ásia;Tailandia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SPDNOO1;239;0,474322835;60000;1;937;12700000;12700000;2300000
Películas;Películas;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;casey;2300;0,408661417;49600;1;938;12700000;12700000;841100
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Jackdohertyy;337;0,417753968;52300;1;939;12600000;12600000;1100000
Deportes;Deportes;;;Europa;Francia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TiboInShape;400;0,313492063;39100;1;940;12600000;12600000;664500
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;golu008;402;2,447634921;308000;1;941;12600000;12600000;6500000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;healthtime6469;2;0,000746032;92;1;942;12600000;12600000;2700
Animación;Animación;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TroomTroom_Pt;12;0,008825397;1100;1;943;12600000;12600000;48000
Música y baile;Música y baile;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;timesmusicindia;8;0,002214286;271;1;944;12600000;12600000;7400
Música y baile;Música y baile;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;eltrece;4;0,000248;27;1;945;12500000;12500000;2300
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Ruhofficial;7;0,019256;2400;1;946;12500000;12500000;96600
Películas;Películas;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Baby_Jenny;0;0,000584;73;1;947;12500000;12500000;40400
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;gibby;162;0,017296;2000;1;948;12500000;12500000;32700
;;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LOUDgg;10;0,01768;2200;1;949;12500000;12500000;33400
Comida y bebida;Comida y bebida;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PeopleVsFood;29;0,019432;2400;1;950;12500000;12500000;38800
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;CRAZYGREAPA;141;0,665128;83000;1;951;12500000;12500000;1500000
;;;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LittleBabyBumEspanol;0;0,000232;29;1;952;12500000;12500000;16900
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Aniruddhacharyaji;211;0,038488;4600;1;953;12500000;12500000;102200
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;umansayyedshorts;55;0,10364;12900;1;954;12500000;12500000;182000
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AmauryGuichonChef;945;0,65876;81400;1;955;12500000;12500000;925500
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;telugufilmnagar;1;0,000336;41;1;956;12500000;12500000;2800
;;;;América del Norte;México;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PANDACANAL;770;1,29416;161000;1;957;12500000;12500000;2400000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ChrisBrownVEVO;670;0,12856;15400;1;958;12500000;12500000;490300
Animación;Animación;Humor;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lukedavidson81;747;0,783576;97200;1;959;12500000;12500000;1200000
DIY y Life Hacks;DIY y Life Hacks;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TheKingofRandom;41;0,010728;1300;1;960;12500000;12500000;36300
;;;;América del Sur;Colombia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Lulu99;790;0,25672;31300;1;961;12500000;12500000;472400
Películas;Películas;Animación;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LipaoGamer;89;0,034312;4200;1;962;12500000;12500000;124400
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;M4Techofficial;1200;0,4824;59100;1;963;12500000;12500000;1600000
Coches y vehículos;Coches y vehículos;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;lilwayne;105;0,01684;2000;1;964;12500000;12500000;44300
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;NattiNatasha;152;0,027616;3300;1;965;12500000;12500000;24000
Vlogs diarios;Vlogs diarios;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TWOSIDEGAMERS;914;0,150512;17900;1;966;12500000;12500000;274000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;BlackEyedPeas;11;0,005152;633;1;967;12500000;12500000;8700
Animación;Animación;Videojuegos;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Panda.;327;0,530616;66000;1;968;12500000;12500000;741400
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;bbcearth;63;0,015704;1900;1;969;12500000;12500000;104500
Películas;Películas;Humor;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;SaaihHalilintar;0;0;0;1;970;12500000;12500000;0
Animación;Animación;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;videogyan;0;0,061290323;7600;1;971;12400000;12400000;348100
Animación;Animación;Juguetes;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MashaBearHINDI;0;0,006129032;760;1;972;12400000;12400000;117400
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Belitskay;359;0,287572581;35300;1;973;12400000;12400000;694100
Vlogs diarios;Vlogs diarios;;;Ásia;Pakistán;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HeeraGoldOfficial;75;0,008669355;1000;1;974;12400000;12400000;84300
Noticias y Política;Noticias y Política;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;aljazeeraenglish;465;0,014233871;1300;1;975;12400000;12400000;40600
Música y baile;Música y baile;;;Ásia;Pakistán;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;HiTechIslamic;45;0,007419355;875;1;976;12400000;12400000;50200
Música y baile;Música y baile;Animación;;;;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;user-tt5ge5fj4i;0;0,002717742;337;1;977;12400000;12400000;80000
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;PinkVideoVault;444;0,090677419;10800;1;978;12400000;12400000;281500
;;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;IceCreamRolls;51;0,005577236;635;1;979;12300000;12300000;23100
Música y baile;Música y baile;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;dojacat;1700;0,241463415;28000;1;980;12300000;12300000;332400
DIY y Life Hacks;DIY y Life Hacks;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;123GO_;16;0,002934959;345;1;981;12300000;12300000;44100
Películas;Películas;Animación;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;belabagunca;166;0,042813008;5100;1;982;12300000;12300000;132900
Películas;Películas;Animación;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;AnnoyingOrange;516;0,119642276;14200;1;983;12300000;12300000;285200
Fitness;Fitness;;;América del Norte;Estados Unidos;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;yogawithadriene;503;0,122788618;14600;1;984;12300000;12300000;548200
Educación;Educación;;;África;Algeria;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;OumWalidcuisine;657;0,128918699;15200;1;985;12300000;12300000;302700
;;;;Ásia;India;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;ankitabhawsar;34;0,163691057;20100;1;986;12300000;12300000;420900
Música y baile;Música y baile;;;América del Sur;Brasil;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;LuanSantana;358;0,065512195;7700;1;987;12300000;12300000;848800
;;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;TeremokSongs;0;0,001439024;177;1;988;12300000;12300000;76600
Películas;Películas;;;Europa;Rusia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Family-Box;242;0,068634146;8200;1;989;12300000;12300000;190400
Noticias y Política;Noticias y Política;;;Ásia;Indonesia;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;tvOneNews;11;0,000813008;89;1;990;12300000;12300000;6200
;;;;Ásia;Pakistán;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;MUSATANVEER;28;0,003544715;408;1;991;12300000;12300000;62800
;;;;Europa;Reino Unido;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;bonbonmedia9360;10;8,130081301e-05;0;1;992;12300000;12300000;577300
;;;;Europa;España;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;Alextis;246;0,836959350;102700;1;993;12300000;12300000;1900000
Películas;Películas;Animación;;América del Sur;Argentina;True;Top Resto;Paises-Continentes.xlsx/Paises-Continentes-1,youtubers_df.csv-1;benjacalero;1200;0,999186992;121700;1;994;12300000;12300000;1100000
